username,userlink,wbtext,time,likes,response,sentiment_category,sentiment_score
爱吃薯片的兔子5,https://weibo.com/5395377044,肖战的努力大家有目共睹，继续努力未来可期，,43分钟前,0,0,1,0.8575
xbll313131,https://weibo.com/1459941522,#肖战光点2020全球单曲畅销榜第七# 哇～我也算参与过一次世界排名第七的活动了啊！,43分钟前,0,0,1,0.8958
都要健康顺利呀,https://weibo.com/6579110356,#肖战光点2020全球单曲畅销榜第七# 恭喜歌手肖战，继续加油,43分钟前,0,0,1,0.8784
啵神的世界S赞,https://weibo.com/5494987781,#肖战光点2020全球单曲畅销榜第七# We are made to love恭喜肖战！恭喜光点！,43分钟前,0,0,1,0.8392
woshengqile900,https://weibo.com/7402659211,丢死人了,43分钟前,0,0,-1,0.1397
萤时二十二,https://weibo.com/5537899702,战哥 好棒！,43分钟前,0,0,1,0.9284
derek艺,https://weibo.com/5404142203,恭喜光点！,43分钟前,0,0,0,0.6167
赵陌橙,https://weibo.com/5976287597,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战！,43分钟前,0,0,1,0.811
一见如故19931968,https://weibo.com/5855626467,上榜所有的音乐人都很优秀，为肖战光点上榜骄傲,43分钟前,0,0,1,0.88
呆桃真的不会逃,https://weibo.com/3273189005,恭喜肖战,43分钟前,0,0,1,0.7932
十年长白1005,https://weibo.com/6035612119,肖战很棒,43分钟前,0,0,1,0.9006
doggie叨叨叨,https://weibo.com/7065834654,周杰伦都没上你个废虾配？呕,43分钟前,1,0,-1,0.1421
暴脾气的大白,https://weibo.com/5821609566,恭喜肖战！🎉🎉🎉,43分钟前,0,0,1,0.8026
zlll来来,https://weibo.com/7535485751,喜欢肖战，是金子总会发光，让更多的人看到，何况是光点呢，已经亮到全世界人都看得到了,43分钟前,0,0,1,0.9208
Mao_kekeke,https://weibo.com/6510831570,恭喜肖战 #肖战光点2020全球单曲畅销榜第七#,43分钟前,0,0,1,0.8167
紫梦芸璃,https://weibo.com/5117415350,漂亮！！,43分钟前,0,0,1,0.8618
顾湘离,https://weibo.com/6349134498,大家都很棒，也恭喜肖战！未来可期！一起加油！,43分钟前,1,0,1,0.9089
云梦白花菜,https://weibo.com/7413829329,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战！,43分钟前,0,0,1,0.811
昊-风朗,https://weibo.com/5213193934,太逗了,44分钟前,0,0,-1,0.2528
包包是个小包子,https://weibo.com/3206614197,#肖战光点2020全球单曲畅销榜第七# 请把肖战🐂🍺打在公屏上！恭喜肖战啊！要不要这么厉害呀！,44分钟前,0,0,1,0.743
槑寶寶520,https://weibo.com/MyBabyLoveYou520,恭喜光点恭喜肖战We are made to love,44分钟前,0,0,1,0.8758
云儿的嘀嗒,https://weibo.com/5418441991,恭喜肖战 加油,44分钟前,0,0,1,0.8782
北北_加1,https://weibo.com/5318939289,牛批牛批！！！！！！,44分钟前,0,0,0,0.4699
半粒糖仔,https://weibo.com/babypink08222002,恭喜肖战！@X玖少年团肖战DAYTOY,44分钟前,0,0,1,0.9189
zzzpoq,https://weibo.com/5648696683,恭喜肖战！恭喜光点！,44分钟前,0,0,1,0.7997
我现在改名圆圆,https://weibo.com/camus7799,肖战太牛逼了，为国争光了,44分钟前,0,0,1,0.7221
俟风兮·Z,https://weibo.com/6041675160,恭喜肖战，恭喜光点#肖战光点2020全球单曲畅销榜第七#,44分钟前,0,0,1,0.7915
Rk_zzz,https://weibo.com/5720550696,自我高潮果然是🦐的特色 买一咬三牛逼,44分钟前,1,0,1,0.7415
lp夫人,https://weibo.com/2548948397,#肖战光点2020全球单曲畅销榜第七#  不亏是我们点点小公主，我喜欢肖战，我喜欢光点,44分钟前,0,0,1,0.9136
XZ你最棒1005,https://weibo.com/6070345941,恭喜肖战，恭喜光点🎉 ，让我们向阳而生,44分钟前,0,0,1,0.8136
杰尼龟学士,https://weibo.com/5025041734,还没听过，真的厉害吗？,44分钟前,0,0,0,0.5679
风一样的紫色天空,https://weibo.com/2740323875,恭喜肖战,44分钟前,0,0,1,0.7932
余战xy,https://weibo.com/5980171076,#肖战光点2020全球单曲畅销榜第七#恭喜肖战！恭喜光点！未来继续努力！,44分钟前,0,0,1,0.8444
小玖什么时候可以一夜暴富,https://weibo.com/6451540730,恭喜大儿，肖战好棒,44分钟前,1,0,1,0.8541
怪乖宝宝宝,https://weibo.com/5748356352,恭喜宝贝,44分钟前,0,0,1,0.8062
琳琅JJ,https://weibo.com/2187889037,恭喜肖战，恭喜恭喜！肖战前途似锦！,44分钟前,0,0,1,0.8114
兔奔奔奔兔,https://weibo.com/7052203602,恭喜肖战,44分钟前,0,0,1,0.7932
zqjxf,https://weibo.com/6033799101,恭喜肖战,44分钟前,0,0,1,0.7932
大宝臧,https://weibo.com/7476524678,出一咬三政策的胜利,44分钟前,0,0,0,0.3991
岚翠滴衣堪入画,https://weibo.com/7541551510,恭喜肖战恭喜光点，继续努力！,44分钟前,0,0,1,0.8468
晴晴天儿zz,https://weibo.com/7505760787,恭喜肖战,44分钟前,0,0,1,0.7932
kirabuling瞐瞐,https://weibo.com/2584590082,上榜的人都优秀，很高兴前十有我们的人，至少没被外国霸榜前十～,45分钟前,0,0,1,0.8459
富裕的乞丐49982,https://weibo.com/5555093169,笑死了,45分钟前,0,0,-1,0.2512
貪食八爪蛇,https://weibo.com/6310486409,第一首是满足 爱啦,45分钟前,0,0,1,0.893
希·含MAMI,https://weibo.com/7522076640,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，恭喜《光点》！当逐天光，岁岁步步如愿以偿，幸运尽兴不遇跌宕，一路坦荡驭风扶摇直上。再祝此生，风光无泪少年愿偿，总有阳光将你照亮，前路坦荡再无风霜#肖战光点ifpi全球单曲榜第七# 肖战超话,45分钟前,0,0,1,0.9019
lEdition-烨,https://weibo.com/6515568006,好diulian啊,45分钟前,1,0,1,0.7266
孤帆远航DAYTOY,https://weibo.com/7313432518,恭喜肖战，恭喜光点,45分钟前,0,0,1,0.7909
英英俊俊YI,https://weibo.com/7339744814,牛掰啊,45分钟前,0,0,0,0.3583
赞赞的啵啵奶茶多加糖,https://weibo.com/5597192378,#肖战光点2020全球单曲畅销榜第七# 恭喜战战,45分钟前,0,0,1,0.8224
笨笨家的宝宝,https://weibo.com/6187769081,#肖战光点国际唱片协会全球单曲榜第七# #肖战光点IFPI全球单曲榜第七# #肖战斗罗大陆# #肖战唐三#,45分钟前,1,0,0,0.6046
而我开拖拉机,https://weibo.com/3848760913,粉丝也挺富的,45分钟前,0,0,1,0.7879
萌兔的小肥虾,https://weibo.com/7280709179,那就恭喜肖战！！！！！！！！！！,45分钟前,0,0,1,0.7673
宇宙无敌蔡小媛,https://weibo.com/5862765306,恭喜肖战，恭喜光点，继续努力！,45分钟前,0,0,1,0.8621
九色枫6539330294,https://weibo.com/6539330294,恭喜肖战！为你骄傲！,45分钟前,0,0,1,0.8643
小呆虾29,https://weibo.com/5769740061,肖战，中国的骄傲！,45分钟前,0,0,1,0.8153
doggie叨叨叨,https://weibo.com/7065834654,要脸不？,45分钟前,0,0,-1,0.1413
森島莉香,https://weibo.com/5236302723,@哇_逍遥快活也 这位酸鸡也上个榜试试？,45分钟前,0,0,0,0.3701
淡淡5080,https://weibo.com/5919629497,首先恭喜肖战！前路漫漫，@X玖少年团肖战DAYTOY 还需努力@新浪音乐 。,45分钟前,0,0,1,0.9245
呢呢3849865577,https://weibo.com/3849865577,恭喜肖战恭喜光点，继续努力！,45分钟前,0,0,1,0.8468
shmliy-R,https://weibo.com/3212292931,上榜所有的音乐人都很优秀，恭喜肖战光点上榜 为肖战光点上榜骄傲，继续加油@X玖少年团肖战DAYTOY 继续努力！🤗🤗肖战超话,45分钟前,0,0,1,0.9212
笨笨家的宝宝,https://weibo.com/6187769081,肖战顺顺利利,45分钟前,1,0,1,0.8148
肖战宝宝要哈哈大笑,https://weibo.com/2196590677,牛🐮,45分钟前,0,0,0,0.3614
宥飏,https://weibo.com/5568015206,恭喜肖战！,45分钟前,0,0,1,0.8183
油菜花田留恋,https://weibo.com/7496867413,优秀,45分钟前,0,0,1,0.8186
肖战哥哥的小飞侠啊啊啊,https://weibo.com/6866971172,恭喜肖战，恭喜光点，一起加油,45分钟前,0,0,1,0.8982
每一顿都吃饱呀,https://weibo.com/5600048750,就是牛🐮继续成长,45分钟前,0,0,0,0.6943
笨笨家的宝宝,https://weibo.com/6187769081,肖战越来越好,45分钟前,1,0,1,0.8228
Zz阿周呀,https://weibo.com/7210675650,真优秀 恭喜肖战 未来更红更火,45分钟前,0,0,1,0.9132
心随所欲吧,https://weibo.com/2945986031,这榜上外国人这么多了,46分钟前,0,1,0,0.6065
人帅多读书hgtu,https://weibo.com/5266353487,耻辱,46分钟前,0,0,-1,0.1323
一一小lovely,https://weibo.com/6614246044,恭喜肖战，,46分钟前,0,0,1,0.8094
仲夏冰潼,https://weibo.com/5904275878,什么时候可以听到现场呀，期待肖战光点,46分钟前,0,0,1,0.8687
意趣日記,https://weibo.com/6562125444,恭喜肖战  恭喜光点,46分钟前,0,0,1,0.7366
bluesweet2019,https://weibo.com/6911330134,恭喜！你是我们的骄傲！继续努力,46分钟前,0,0,1,0.8348
小水今天有点甜,https://weibo.com/7409734748,那确实 三块钱能听十多首歌,46分钟前,1,0,0,0.3254
helenwomen,https://weibo.com/6200513209,恭喜肖战，优秀,46分钟前,0,0,1,0.8894
倾酒敬过往,https://weibo.com/7333864737,肖战不是演员吗？啥时候转行做歌手了,46分钟前,0,0,-1,0.1812
w歆久,https://weibo.com/3244736054,恭喜歌手肖战！🎉 🎉🎉🎉,46分钟前,0,0,0,0.4143
爱吃薯片的兔子5,https://weibo.com/5395377044,恭喜肖战，继续努力，加油＾０＾~,46分钟前,0,0,1,0.909
笨笨家的宝宝,https://weibo.com/6187769081,#肖战光点国际唱片协会全球单曲榜第七# #肖战光点IFPI全球单曲榜第七# #肖战斗罗大陆# #肖战唐三#,46分钟前,0,0,0,0.6046
有钱哥哥的小飞侠199512,https://weibo.com/7398784545,加油,46分钟前,0,0,1,0.8724
胖虎誓要泡静香,https://weibo.com/6005106319,好家伙！这首歌融合了那么多元素，加上那些的销量岂不是历史第一？,46分钟前,0,0,0,0.5886
粉兔兔202012,https://weibo.com/7540911815,恭喜肖战！,46分钟前,0,0,1,0.8183
有钱想安静,https://weibo.com/6979518059,优秀,46分钟前,0,0,1,0.8186
佤瓦_,https://weibo.com/3316849755,恭喜肖哥！,46分钟前,0,0,1,0.827
顾苗47257,https://weibo.com/5500283323,哇喔！恭喜肖战！,46分钟前,0,0,1,0.8803
笨笨家的宝宝,https://weibo.com/6187769081,棒棒哒👍,46分钟前,1,0,1,0.8868
叶子46510,https://weibo.com/5902270626,恭喜肖战,46分钟前,0,0,1,0.7932
蔬菜沙拉酱cc,https://weibo.com/7403327637,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战恭喜光点,46分钟前,0,0,1,0.7842
呆桃啊1005战,https://weibo.com/5863270924,恭喜肖战，恭喜光点,46分钟前,1,0,1,0.7909
Londaytanotoy-,https://weibo.com/6397850474,哇哦我哥棒棒哒,46分钟前,0,0,1,0.8889
小八两呀,https://weibo.com/6015760163,恭喜肖战，恭喜点点子,46分钟前,0,0,1,0.7788
您的阿杉,https://weibo.com/5994556142,牛逼！！！建榜88年来第一位上榜的男歌手！,46分钟前,0,0,1,0.7669
微乐0310,https://weibo.com/6257450188,破界跨界闯世界,46分钟前,0,0,-1,0.222
俟风兮·Z,https://weibo.com/6041675160,恭喜肖战，恭喜光点，继续加油啊,46分钟前,0,0,1,0.9087
睡觉界泰斗,https://weibo.com/7193986776,恭喜肖战,46分钟前,0,0,1,0.7932
小卷泡菜,https://weibo.com/5894126589,大家都只是支持自己喜欢的音乐而已，不明白有些酸鸡在跳脚什么难道全榜一个华人都没有比较好？还是因为不是自己蒸煮才在那无能狂怒,46分钟前,0,0,0,0.4476
洛殇佐伊,https://weibo.com/5492036724,#肖战# #肖战光点2020全球单曲畅销榜第七# 优秀的肖战，正能量的肖战，美好的肖战……肖战，你是小飞侠的心上人。,46分钟前,0,0,1,0.9261
有钱哥哥的小飞侠199512,https://weibo.com/7398784545,恭喜肖战，继续努力,46分钟前,0,0,1,0.8665
一缕阳光有多远,https://weibo.com/7371013428,恭喜肖战,46分钟前,1,0,1,0.7932
許丶安琪,https://weibo.com/2143181347,光点 好听,46分钟前,0,0,0,0.3649
大晨小晨棒棒哒,https://weibo.com/6121212584,这首歌超级好听,47分钟前,0,0,1,0.7053
肖易一生,https://weibo.com/7137659956,恭喜肖战的光点❤️@X玖少年团肖战DAYTOY 肖战超话 #肖战光点2020全球单曲畅销榜第七#,46分钟前,0,0,1,0.9195
苏北杜兰特,https://weibo.com/5152815273,丢人丢到国外了,46分钟前,0,0,-1,0.1446
战宝CQ,https://weibo.com/7312496883,恭喜肖战！恭喜光点！,47分钟前,0,0,1,0.7997
媛媛有朵小花花,https://weibo.com/5500659755,哇哇哇！！！！,47分钟前,0,0,1,0.8398
法律法规数据库改昵称好难,https://weibo.com/7165675212,厉害了我的哥,47分钟前,0,0,1,0.8937
前世今生201710,https://weibo.com/6258456880,肖战很棒，继续加油,47分钟前,0,0,1,0.9037
汗宝宝麻麻,https://weibo.com/7314312701,用作品说话，是最好的宣传，我们也要努力认真跟上肖战的实力，一起成长#肖战光点2020全球单曲畅销榜第七#,47分钟前,0,0,1,0.9078
吃饭睡觉学数学,https://weibo.com/6058988809,哼哼 内娱站起来能被别人看见就是好事,47分钟前,0,0,0,0.4847
芙罗拉还是Flora,https://weibo.com/1894596615,@我是一朵哓椛,47分钟前,0,0,0,0.379
大白兔肖肖1005,https://weibo.com/6296690533,#肖战光点2020全球单曲畅销榜第七# 恭喜光点，恭喜肖战，在风雨中诞生，在爱里成长,47分钟前,0,0,1,0.8942
兔牙守护530,https://weibo.com/7467885185,恭喜肖战 We are made to love 一起去听光点吧,47分钟前,0,0,1,0.8507
Tomoaki_0704,https://weibo.com/7475770664,恭喜肖战！恭喜光点！,47分钟前,0,0,1,0.7997
超级幸运的小hun,https://weibo.com/1760426450,恭喜战哥！@X玖少年团肖战DAYTOY 牛气冲天,47分钟前,0,0,1,0.9287
蜜蛋DT,https://weibo.com/6452317316,光點成績優秀，贊贊繼續努力,47分钟前,0,0,1,0.8534
法律法规数据库改昵称好难,https://weibo.com/7165675212,哦豁,47分钟前,0,0,0,0.4776
爱吃烤鱼的东宫访梦,https://weibo.com/7350432614,光点的英文名叫made to love,47分钟前,0,0,1,0.7727
Disyss,https://weibo.com/6502481174,#肖战光点IFPI全球单曲榜第七#❤️,47分钟前,0,0,1,0.8617
超爱有钱23,https://weibo.com/6965552227,好棒,47分钟前,0,0,1,0.9075
敛行_,https://weibo.com/6459671258,恭喜肖战，看到中国人出现在这个榜单，由衷的自豪,47分钟前,1,0,1,0.8274
淼淼小居,https://weibo.com/5904386081,恭喜恭喜。,47分钟前,0,0,1,0.791
珍珠白米饭66,https://weibo.com/5197279841,恭喜战战,47分钟前,0,0,1,0.8492
簪子susu,https://weibo.com/5046709481,战哥很棒的,47分钟前,0,0,1,0.928
人生7512257932,https://weibo.com/7512257932,恭喜肖战的歌曲光点，很好听！,47分钟前,0,0,1,0.8108
鹿晗记得笑i,https://weibo.com/5774635522,我去😳绝😳,47分钟前,0,0,-1,0.22
f悄悄想肖肖x,https://weibo.com/6910940438,恭喜肖战恭喜点点子！,47分钟前,0,0,1,0.7507
慢慢慢点想名字,https://weibo.com/2174915760,恭喜光点 #肖战光点ifpi全球单曲榜第七#,47分钟前,0,0,1,0.7412
南风微醺醺,https://weibo.com/7167066567,恭喜肖战，我们一直都在背后支持你，大步往前走,47分钟前,0,0,1,0.9197
一朵午荷06,https://weibo.com/5612203100,肖哥666,47分钟前,0,0,1,0.8695
肖家的夏夏,https://weibo.com/6451094262,恭喜肖战，加油,47分钟前,0,0,1,0.8978
十五啊15,https://weibo.com/6504212006,恭喜肖战！恭喜我们点点子！！,48分钟前,0,0,1,0.7155
红梅冬绽,https://weibo.com/7408745044,为华语音乐打call，为肖战点赞，带着热爱闯世界#肖战光点2020全球单曲畅销榜第七#,48分钟前,0,0,1,0.9036
关外野虎,https://weibo.com/6991433381,只有我想说这是丢脸吗,48分钟前,1,0,-1,0.1476
量昄滴an3,https://weibo.com/2443257390,#肖战# 肖战超话 肖战超话 #肖战光点2020全球单曲畅销榜第七# 这！也！太！牛！了！吧！战总未来可期！❤️🐰,48分钟前,0,0,0,0.4653
Adoniachu,https://weibo.com/5596373700,肖战好棒！恭喜肖战,48分钟前,0,0,1,0.8671
心随所欲吧,https://weibo.com/2945986031,厉害牛 光点积极向上,48分钟前,0,0,1,0.8382
丸子酱22222,https://weibo.com/6091566926,恭喜🎉肖战,48分钟前,0,0,1,0.817
風起吟詠,https://weibo.com/hsiehflora,这是身为一个华人多么了不起的骄傲🦚啊！ #肖战光点2020全球单曲畅销榜第七#,48分钟前,0,0,1,0.7496
玥哥很酷_y,https://weibo.com/5654298162,未来可期,48分钟前,0,0,1,0.7409
Neun陈,https://weibo.com/3210829181,#肖战光点2020全球单曲畅销榜第七# 全球疫情的背景，同生同源，同舟共济，砥砺前行，为爱而生，向爱而行。@X玖少年团肖战DAYTOY,48分钟前,0,0,1,0.92
显得很喜欢的,https://weibo.com/5935904776,恭喜肖战哥哥,48分钟前,0,0,1,0.8801
图图不吃奥利奥,https://weibo.com/7187331956,恭喜肖战，恭喜光点,48分钟前,0,0,1,0.7909
肖赞的女孩子,https://weibo.com/6981478980,恭喜肖战恭喜光点，2021继续努力,48分钟前,0,0,1,0.8829
柒月贰拾叁BX,https://weibo.com/6630600533,肖战好棒,48分钟前,0,0,1,0.8859
一只脸脸__,https://weibo.com/5536903253,恭喜肖战，肖战太厉害啦，哥哥努力没有白费，继续加油呀@X玖少年团肖战DAYTOY,48分钟前,0,0,1,0.9263
桃桃然不是桃,https://weibo.com/5247640847,我的手机铃声光点恭喜啦！！,48分钟前,0,0,1,0.7221
nier最赞,https://weibo.com/6190005094,#肖战光点2020全球单曲畅销榜第七#  恭喜肖战，音乐很好听。,48分钟前,0,0,1,0.8702
希·含MAMI,https://weibo.com/7522076640,恭喜肖战，恭喜光点！当逐天光，岁岁步步如愿以偿，幸运尽兴不遇跌宕，一路坦荡驭风扶摇直上。再祝此生，风光无泪少年愿偿，总有阳光将你照亮，前路坦荡再无风霜。,48分钟前,0,0,1,0.9076
小赞星球x,https://weibo.com/7193589168,恭喜肖战恭喜光点,48分钟前,0,0,1,0.7366
生命中唯一的光188,https://weibo.com/7397912687,#肖战光点2020全球单曲畅销榜第七# 恭喜肖战，歌好听,48分钟前,0,0,1,0.7587
龙无易,https://weibo.com/6617966509,我单位几千个人都没听过,48分钟前,0,0,-1,0.1879
囡囡正正,https://weibo.com/2615659595,很光荣呢 恭喜了一个的我,48分钟前,0,0,1,0.7828
SH美好638556,https://weibo.com/6385564745,恭喜肖战，光点很棒#肖战光点2020全球单曲畅销榜第七#,48分钟前,0,0,1,0.9049
悄悄_9426,https://weibo.com/6290285195,恭喜肖战，恭喜光点！,48分钟前,0,0,1,0.8056
学生物的红领巾,https://weibo.com/7452393566,#肖战光点2020全球单曲畅销榜第七# 不错不错，肖战继续闯世界#肖战#,49分钟前,0,0,1,0.8828
柠檬味的O泡,https://weibo.com/6297363171,恭喜点点子#肖战光点2020全球单曲畅销榜第七#,49分钟前,0,0,1,0.707
GHM敏,https://weibo.com/2494517261,喜欢他温暖的声音,49分钟前,0,0,1,0.8949
笑点低的徐霍霍,https://weibo.com/2608309355,肖战@X玖少年团肖战DAYTOY,49分钟前,0,0,1,0.9123
健身初学者在路上,https://weibo.com/5088400306,第七说明肖战粉丝花的钱还不够多，每个人花个一万，应该就能第一了，加油啊肖战的粉丝们,49分钟前,0,0,1,0.897
BKQ-偏偏,https://weibo.com/6142281976,公恭喜肖战,49分钟前,0,0,1,0.7957
磕剧小猫咪,https://weibo.com/6868133660,牛逼,49分钟前,0,0,1,0.8383
日常必备良药,https://weibo.com/2276515871,棒棒的,49分钟前,0,0,1,0.8892
宇崽崽的麻麻,https://weibo.com/7368620681,我的来电铃声从光点上线就没再改过！,49分钟前,0,0,-1,0.1612
希望自己可以温柔又强大,https://weibo.com/5667436077,肖战唱歌超好听！野子和用尽我的一切奔向你都好好听！,49分钟前,0,0,1,0.9164
暗香86252,https://weibo.com/7314753590,厉害了，全球榜啊！恭喜肖战，恭喜点点！@X玖少年团肖战DAYTOY,49分钟前,0,0,1,0.9244
用户兔牙姐姐921,https://weibo.com/7350192230,#肖战光点ifpi全球单曲榜第七# 恭喜歌手肖战@X玖少年团肖战DAYTOY ，恭喜点点，光点真的是一首温暖治愈的歌曲！#肖战光点2020全球单曲畅销榜第七#,49分钟前,1,0,1,0.8884
兔子的小星星622,https://weibo.com/3214112094,恭喜肖战@X玖少年团肖战DAYTOY   we are made to love    棒棒哒！,49分钟前,0,0,1,0.921
北堂陌然,https://weibo.com/7234067951,恭喜肖战,49分钟前,0,0,1,0.7932
linggggggg0120,https://weibo.com/7024707576,恭喜肖战！,49分钟前,0,0,1,0.8183
Spring-玩玩,https://weibo.com/6033555270,期待肖战有更多音乐🎶作品,49分钟前,0,0,1,0.9206
抽抽女王倪_categ,https://weibo.com/6389840235,恭喜肖战,49分钟前,0,0,1,0.7932
love岁月静好peace,https://weibo.com/7340330185,恭喜光点，恭喜肖战，We are made to love,49分钟前,0,0,1,0.89
唯爱你三生有幸,https://weibo.com/3224192307,恭喜肖战,49分钟前,0,0,1,0.7932
皓皓崽-,https://weibo.com/5234955552,挺拉夸,49分钟前,0,0,1,0.7705
温柔的燕子100,https://weibo.com/6533552169,支持肖战支持肖战新作品源源不断,49分钟前,0,0,1,0.9016
好运相随的饼饼xi,https://weibo.com/bingbing0126,针不戳,49分钟前,0,0,-1,0.1753
我艾小米,https://weibo.com/2251759627,转发微博,49分钟前,0,0,0,0.3747
爱啵赞可抵漫长岁月,https://weibo.com/7314626997,恭喜肖战#肖战光点2020全球单曲畅销榜第七# 棒棒棒棒,49分钟前,0,0,1,0.8874
花想容的秘密,https://weibo.com/6562027343,肖战棒棒哒肖战超话,49分钟前,0,0,1,0.9048
VV杨晴晴,https://weibo.com/5943980599,恭喜恭喜呀,50分钟前,0,0,1,0.8119
咿咿睡醒了吗,https://weibo.com/5650687036,该榜历史上唯一入榜的华语男歌手...有点牛逼啊！#肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,0,0.6038
终会幻化成光,https://weibo.com/6539768581,@黑乌鸦与少年z @小强不是我yi,50分钟前,1,0,0,0.5073
summer苏的肥侠,https://weibo.com/7245788775,肖战加油，继续努力,50分钟前,1,0,1,0.8771
开心的小胖兔子,https://weibo.com/2449067875,肖战小伙儿继续努力💪,50分钟前,0,0,1,0.7468
粥粥粥粥粥盐,https://weibo.com/3320753280,就很有排面！,50分钟前,0,0,1,0.8081
伺机待发2,https://weibo.com/2538676557,赶紧滚,50分钟前,0,0,-1,0.2038
你终将会当凌绝顶一览众山小,https://weibo.com/6923998778,牛逼哦，恭喜@X玖少年团肖战DAYTOY  #肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,1,0.9118
素馨听雨2019,https://weibo.com/7305883137,恭喜肖战，恭喜《光点》，实至名归！@X玖少年团肖战DAYTOY#肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,1,0.8713
洪荒少女小飞侠zzy,https://weibo.com/7282793673,恭喜肖战 恭喜光点！ 未来一起加油努力！,50分钟前,1,0,1,0.8905
夷陵野果子,https://weibo.com/6421280645,哇，在一群老外中一眼看见肖战，好开心！都是优秀的人，继续努力吧，期待更多更好的作品！,50分钟前,0,0,1,0.9157
西霖東巽,https://weibo.com/1011266905,恭喜肖战,50分钟前,0,0,1,0.7932
五字唯粉女明星,https://weibo.com/7482822468,破届跨界闯世界，肖战，加油！,50分钟前,0,0,1,0.887
ingrid李,https://weibo.com/2692132371,高兴，奶点点去。,50分钟前,0,0,1,0.7631
静夜星辰呀,https://weibo.com/5835816955,恭喜肖战！,50分钟前,0,0,1,0.8183
西子湾的絮状物,https://weibo.com/6443500680,#肖战光点2020全球单曲畅销榜第七# 又想去听光点了，安排！,50分钟前,0,0,1,0.7806
肖战的林林林林楷鸭,https://weibo.com/5590561987,啊啊啊啊啊啊啊啊啊啊战哥冲鸭,50分钟前,0,0,1,0.9214
红红红红红起来,https://weibo.com/6028675577,妙就妙在我身边没一个人听过，你说妙不妙,50分钟前,0,0,-1,0.2797
我在等你啊10,https://weibo.com/5652491357,恭喜肖战,50分钟前,0,0,1,0.7932
-废物人设-,https://weibo.com/6112708851,恭喜肖战！！！！！！,50分钟前,0,0,1,0.8317
知蜜--Tingtzz1205,https://weibo.com/6287728536,唯一的华人歌手冲啊！破界跨界闯世界,50分钟前,0,0,0,0.347
快乐在耳畔啰嗦,https://weibo.com/3779892620,恭喜歌手肖战@X玖少年团肖战DAYTOY,50分钟前,0,0,1,0.7895
Spring-玩玩,https://weibo.com/6033555270,肖战真棒，棒棒哒#肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,1,0.8978
碎碎抓紧了,https://weibo.com/6291025409,太牛了 肖战,50分钟前,0,0,1,0.8088
小米粒儿康康,https://weibo.com/2186175477,厉害了我的战🦐给力,50分钟前,0,0,1,0.9239
翔扬之音,https://weibo.com/1789105870,点点星光汇聚漫天花火 光点的意义在于爱❤️ 我们拥有爱人的力量 也拥有被爱的幸福,50分钟前,0,0,1,0.9103
忘不了你ww,https://weibo.com/5569068171,肖战牛🐮🍺#肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,1,0.781
柒月mini,https://weibo.com/6329419088,对不起，看见下面的酸鸡我笑了没办法，就是这么牛逼，我们能怎么办,50分钟前,1,0,-1,0.2164
兔耳朵的猫DAYTOY,https://weibo.com/6637441676,恭喜肖战@X玖少年团肖战DAYTOY 太棒了！！！#肖战光点2020全球单曲畅销榜第七#,50分钟前,0,0,1,0.9253
blair粥粥,https://weibo.com/zyzyzy88888888,厉害啊,51分钟前,0,0,1,0.9038
卡路里JENNER,https://weibo.com/kakagx,恭喜肖战，恭喜光点!,51分钟前,0,0,1,0.8088
SeanYibo_XW,https://weibo.com/5778167997,恭喜肖哥!,51分钟前,0,0,1,0.8247
啵比赞比天下第一,https://weibo.com/3865768853,恭喜肖战，越来越好！,51分钟前,0,0,1,0.8895
Ellie小小麦,https://weibo.com/abobo,推上这张图就很好品，全球销量榜前十的十一位歌手只有肖战没有推特账号，人家想圈都圈不到,51分钟前,0,0,0,0.6021
IchGehoerNurMir,https://weibo.com/2063593421,恭喜肖战,51分钟前,0,0,1,0.7932
贺朝家里的小朋友,https://weibo.com/7331141956,恭喜光点恭喜肖战,51分钟前,0,0,1,0.7138
没心没肺快意人生,https://weibo.com/3860928270,恭喜战哥,51分钟前,0,0,1,0.9242
四十六度仰望天空,https://weibo.com/5173071645,恭喜肖战，肖战厉害！,51分钟前,0,0,1,0.8285
鹿小桃给你吃糖,https://weibo.com/7410644230,恭喜战战,51分钟前,0,0,1,0.8492
兔狮子2328,https://weibo.com/6832512234,肖战棒棒的，加油,51分钟前,0,0,1,0.887
蓝熊船长的,https://weibo.com/5698944866,恭喜肖战《光点》,51分钟前,0,0,1,0.7349
宝宝顺顺利利健健康康,https://weibo.com/6368430339,加油,51分钟前,0,0,1,0.8724
小兔子白白·,https://weibo.com/5307592448,#肖战光点2020全球单曲畅销榜第七#,51分钟前,0,0,1,0.7046
有只懒猫在睡觉,https://weibo.com/7498041053,恭喜战战,51分钟前,0,0,1,0.8492
iKeysv,https://weibo.com/keyqw,肖战太牛了！！棒棒棒！！！,51分钟前,0,0,1,0.8999
