rhymes_word,count,song,song_num,rhymes_this
火,1081,柯以敏-答应我好吗、 高明骏-爱总轮不到我、 谢霆锋-了结他、 苏芮-没有就没有、 孙燕姿-天使的指纹,2522.0,uo
美,3310,陶晶莹-你本来就美、 张信哲-难道、 容祖儿-新贵、 黄义达-匿名的宝贝、 容祖儿-Mad ??about you,5603.0,ei
飞,3246,阿兰-迷失的礼福、 黄义达-匿名的宝贝、 陈瑞-鱼水情歌、 何星烁RapStar-星、 郑秀文-至理名言,3830.0,ei
泪,2790,陶晶莹-你本来就美、 黄莺莺-不了情、 黄义达-匿名的宝贝、 乔洋-我沿着悲伤、 陈百强-谁能忘记,5012.0,ei
眼泪,2506,黄义达-匿名的宝贝、 梅艳芳-莫问起、 林淑容-我怎麽哭了、 黎明-你是谁、 陈淑桦-失乐园,1364.0,ei
伤悲,1786,乔洋-我沿着悲伤、 许茹芸-投资感情、 高胜美-吻别、 许巍-执着、 易欣-爱一回伤一回,943.0,ei
滋味,1748,黄莺莺-不了情、 容祖儿-Mad ??about you、 崔子格-老公让我为你捶捶背、 庞龙-一个人的公园、 杨栋梁-无比的唯美,883.0,ei
流泪,1579,雷婷-你的爱给了谁、 张清芳-意难忘、 甘雅丹-红雪莲、 黑龙-好兄弟、 彭健新-目送他离去,810.0,ei
安慰,1528,龙飘飘-爱在那里爱、 乔洋-我沿着悲伤、 崔子格-老公让我为你捶捶背、 杨栋梁-无比的唯美、 陈明真-没有爱我就不能飞,831.0,ei
累,1310,黄义达-匿名的宝贝、 乔洋-我沿着悲伤、 崔子格-老公让我为你捶捶背、 谢霆锋-了结他、 范文芳-爱上了你,1256.0,ei
无所谓,1165,黄义达-匿名的宝贝、 乔洋-我沿着悲伤、 崔子格-老公让我为你捶捶背、 许志安-对你的爱还依然在、 陈盈洁-我爱你什咪,579.0,ei
完美,1153,邰正宵-执迷不悔、 庞龙-一个人的公园、 雷婷-你的爱给了谁、 杨栋梁-无比的唯美、 梁汉文-角度,628.0,ei
心,8599,张信哲-难道、 张蔷-今夜不眠、 董文华-望星空、 胡夏-黑框眼镜、 钟镇涛-让一切随风,18373.0,in
声音,1599,"许茹芸-给我一分钟不想你、 王力宏-流泪手心、 ""李玟-Im Still in Love""、 平安-云淡风轻、 费翔-慧眼",937.0,in
伤心,1447,向蕙玲-永远拢同款、 苏芮-没有就没有、 张信哲-其实快乐很容易、 黄思婷-漂浪之女、 林志颖-台北神话,783.0,in
相信,1272,樊桐舟-童话、 范文芳-爱上了你、 林志颖-伤心只到这里、 蔡依林-说爱你、 张震岳-乾妹妹,745.0,in
梦,6597,钟镇涛-让一切随风、 向蕙玲-永远拢同款、 大哲-不朽之光、 柯以敏-答应我好吗、 苏慧伦-是你爱得不够,5606.0,eng
等,1895,费玉清-渡江千里、 龙飘飘-爱在那里爱、 张敬轩-春天 、 卓依婷-浪迹天涯、 孙燕姿-天使的指纹,2926.0,eng
一生,1670,苏芮-没有就没有、 林翠萍-飘浪之女、 易欣-分爱 粤语版、 黄思婷-漂浪之女、 彭芳-缘分五月,961.0,eng
风,1534,张蔷-今夜不眠、 钟镇涛-让一切随风、 费玉清-渡江千里、 徐小凤-唉!往事何苦提、 钟镇涛-如你说以后,5534.0,eng
远,3064,刘家昌-海鸥、 黄小琥-回到从前、 钟镇涛-如你说以后、 彭青-这么近那么远、 郑少秋-不想再改变,5492.0,uan
永远,2524,张洪量-心碎、 康康-文明村之歌、 黄雅莉-年轮、 丁咚-原来你什么都不想要、 黄思婷-漂浪之女,1316.0,uan
方向,2035,张蔷-今夜不眠、 田震-我踏浪而来、 刘家昌-海鸥、 阿悄-小背叛、 大哲-不朽之光,1219.0,iang
想,1951,刘家昌-海鸥、 曾轶可-我们不是只有现在吗、 林忆莲-苦难中的少年、 许志安-了不起、 许茹芸-给我一分钟不想你,6056.0,iang
梦想,1554,大哲-不朽之光、 林子祥-夜来香、 包娜娜-三百六十五里路、 陈慧琳-枯枝别刻、 馨予-火柴天堂,876.0,iang
讲,1286,梁汉文-烟火旅馆、 陈冠希-I Never Told You、 李克勤-投奔爱海 - Album Version、 郑融-不便、 雷佳-倒酒红兵哥哥尝,959.0,iang
坚强,1222,刘家昌-海鸥、 林淑容-我怎麽哭了、 谢容儿-哭不好的伤、 小虫-心太软、 黄品源-不想说再见,686.0,iang
飞翔,1166,何星烁RapStar-星、 萨顶顶-小树和大树、 金城武-勇敢的说再见、 任贤齐-拥挤的城市、 韩宝仪-海韵,640.0,iang
力量,1135,梁汉文-烟火旅馆、 大哲-不朽之光、 康康-文明村之歌、 谢容儿-哭不好的伤、 李维-让,599.0,iang
香,1091,郑智化-我的、 林子祥-夜来香、 徐小凤-恭喜发财、 谭晶-日出东方、 杨栋梁-无比的唯美,1868.0,iang
笑,2406,Tank-是谁、 黄莺莺-不了情、 乌兰图雅-红红火火中国年、 许志安-了不起、 钟镇涛-如你说以后,4945.0,iao
微笑,1416,陈瑞-正好、 王力宏-流泪手心、 许茹芸-没有你的圣诞节、 黄义达-等边三角、 黄义达-某天,781.0,iao
世界,3148,陶晶莹-你本来就美、 孙淑媚-不通将阮放、 郑智化-我的、 郑秀文-至理名言、 黄雅莉-年轮,1952.0,ie
一切,2832,黄小琥-回到从前、 钟镇涛-如你说以后、 郑智化-我的、 何星烁RapStar-星、 雷婷-你的爱给了谁,1613.0,ie
了解,1204,张洪量-昙花、 龙飘飘-爱在那里爱、 李维-女人的选择、 张靓颖-无字碑、 温岚-Touch Your Mind,741.0,ie
话,2392,Tank-是谁、 陶晶莹-你本来就美、 陈绮贞-鱼、 陈洁仪-倔强、 许志安-了不起,3517.0,ua
花,1817,潘秀琼-莫忘今宵、 张洪量-昙花、 柯以敏-答应我好吗、 邰肇玫-花童、 谭晶-春韵,4132.0,ua
说话,1397,陈绮贞-鱼、 黄凯芹-再遇、 张敬轩-春天 、 林忆莲-无声约会、 家家-傻瓜,755.0,ua
流,1906,田震-我踏浪而来、 林忆莲-苦难中的少年、 梁汉文-烟火旅馆、 光良-勇气、 苏慧伦-是你爱得不够,5341.0,iu
久,1163,满文军-最近最远的人、 容祖儿-新贵、 邰肇玫-花童、 樊桐舟-童话、 甄妮-追球追球,2197.0,iu
停留,1044,曾路得-陪着你走、 陈冠希-怕 Introducing The Balliticians、 甄妮-我们的对手戏、 雨天-今夜你会不会来、 西瓜Kune-芳华春常在,578.0,iu
家,2205,龙飘飘-雪里红、 卓依婷-浪迹天涯、 徐小凤-恭喜发财、 童丽-远山含笑、 卓依婷-谁料皇榜中状元,2850.0,ia
下,2002,Tank-是谁、 张智成-迷魂阵、 蔡卓妍-薄雾、 谭晶-春韵、 古巨基-幸福号列车,5025.0,ia
回家,1135,米线-天脉传奇、 樊桐舟-雪花、 林宥嘉-推动摇篮的手、 馨予-火柴天堂、 香香-躲猫猫,520.0,ia
感觉,2773,郑国锋-停不了、 王筝-爱情一直在经过、 林淑容-我怎麽哭了、 孙悦-香水、 李维-女人的选择,1530.0,ue
徘徊,1331,雷婷-你的爱给了谁、 甄妮-追球追球、 周传雄-行动派、 侃侃-想念、 张也-梅花引,698.0,uai
