rhymes_word,count,song,song_num,rhymes_this
无所谓,1165,黄义达_匿名的宝贝\乔洋_我沿着悲伤\崔子格_老公让我为你捶捶背\许志安_对你的爱还依然在\陈盈洁_我爱你什咪,579.0,ei
完美,1153,邰正宵_执迷不悔\庞龙_一个人的公园\雷婷_你的爱给了谁\杨栋梁_无比的唯美\梁汉文_角度,628.0,ei
心,8599,张信哲_难道\张蔷_今夜不眠\董文华_望星空\胡夏_黑框眼镜\钟镇涛_让一切随风,18369.0,in
声音,1599,许茹芸_给我一分钟不想你\王力宏_流泪手心', ""李玟_I'm Still in Love"", '平安_云淡风轻\费翔_慧眼,937.0,in
伤心,1447,向蕙玲_永远拢同款\苏芮_没有就没有\张信哲_其实快乐很容易\黄思婷_漂浪之女\林志颖_台北神话,783.0,in
相信,1272,樊桐舟_童话\范文芳_爱上了你\林志颖_伤心只到这里\蔡依林_说爱你\张震岳_乾妹妹,745.0,in
梦,6597,钟镇涛_让一切随风\向蕙玲_永远拢同款\大哲_不朽之光\柯以敏_答应我好吗\苏慧伦_是你爱得不够,5606.0,eng
等,1895,费玉清_渡江千里\龙飘飘_爱在那里爱\张敬轩_春天 \卓依婷_浪迹天涯\孙燕姿_天使的指纹,2926.0,eng
一生,1670,苏芮_没有就没有\林翠萍_飘浪之女\易欣_分爱 粤语版\黄思婷_漂浪之女\彭芳_缘分五月,961.0,eng
风,1534,张蔷_今夜不眠\钟镇涛_让一切随风\费玉清_渡江千里\徐小凤_唉!往事何苦提\钟镇涛_如你说以后,5532.0,eng
远,3064,刘家昌_海鸥\黄小琥_回到从前\钟镇涛_如你说以后\彭青_这么近那么远\郑少秋_不想再改变,5491.0,uan
永远,2524,张洪量_心碎\康康_文明村之歌\黄雅莉_年轮\丁咚_原来你什么都不想要\黄思婷_漂浪之女,1315.0,uan
方向,2035,张蔷_今夜不眠\田震_我踏浪而来\刘家昌_海鸥\阿悄_小背叛\大哲_不朽之光,1218.0,iang
想,1951,刘家昌_海鸥\曾轶可_我们不是只有现在吗\林忆莲_苦难中的少年\许志安_了不起\许茹芸_给我一分钟不想你,6054.0,iang
梦想,1554,大哲_不朽之光\林子祥_夜来香\包娜娜_三百六十五里路\陈慧琳_枯枝别刻\馨予_火柴天堂,876.0,iang
讲,1286,梁汉文_烟火旅馆\陈冠希_I Never Told You\李克勤_投奔爱海 - Album Version\郑融_不便\雷佳_倒酒红兵哥哥尝,957.0,iang
坚强,1222,刘家昌_海鸥\林淑容_我怎麽哭了\谢容儿_哭不好的伤\小虫_心太软\黄品源_不想说再见,685.0,iang
飞翔,1166,何星烁RapStar_星\萨顶顶_小树和大树\金城武_勇敢的说再见\任贤齐_拥挤的城市\韩宝仪_海韵,639.0,iang
力量,1135,梁汉文_烟火旅馆\大哲_不朽之光\康康_文明村之歌\谢容儿_哭不好的伤\李维_让,599.0,iang
香,1091,郑智化_我的\林子祥_夜来香\徐小凤_恭喜发财\谭晶_日出东方\杨栋梁_无比的唯美,1865.0,iang
笑,2406,Tank_是谁\黄莺莺_不了情\乌兰图雅_红红火火中国年\许志安_了不起\钟镇涛_如你说以后,4942.0,iao
微笑,1416,陈瑞_正好\王力宏_流泪手心\许茹芸_没有你的圣诞节\黄义达_等边三角\黄义达_某天,781.0,iao
世界,3148,陶晶莹_你本来就美\孙淑媚_不通将阮放\郑智化_我的\郑秀文_至理名言\黄雅莉_年轮,1952.0,ie
一切,2832,黄小琥_回到从前\钟镇涛_如你说以后\郑智化_我的\何星烁RapStar_星\雷婷_你的爱给了谁,1613.0,ie
了解,1204,张洪量_昙花\龙飘飘_爱在那里爱\李维_女人的选择\张靓颖_无字碑\温岚_Touch Your Mind,741.0,ie
话,2392,Tank_是谁\陶晶莹_你本来就美\陈绮贞_鱼\陈洁仪_倔强\许志安_了不起,3514.0,ua
花,1817,潘秀琼_莫忘今宵\张洪量_昙花\柯以敏_答应我好吗\邰肇玫_花童\谭晶_春韵,4125.0,ua
说话,1397,陈绮贞_鱼\黄凯芹_再遇\张敬轩_春天 \林忆莲_无声约会\家家_傻瓜,755.0,ua
流,1906,田震_我踏浪而来\林忆莲_苦难中的少年\梁汉文_烟火旅馆\光良_勇气\苏慧伦_是你爱得不够,5340.0,iu
久,1163,满文军_最近最远的人\容祖儿_新贵\邰肇玫_花童\樊桐舟_童话\甄妮_追球追球,2196.0,iu
停留,1044,曾路得_陪着你走\陈冠希_怕 Introducing The Balliticians\甄妮_我们的对手戏\雨天_今夜你会不会来\西瓜Kune_芳华春常在,578.0,iu
家,2205,龙飘飘_雪里红\卓依婷_浪迹天涯\徐小凤_恭喜发财\童丽_远山含笑\卓依婷_谁料皇榜中状元,2848.0,ia
下,2002,Tank_是谁\张智成_迷魂阵\蔡卓妍_薄雾\谭晶_春韵\古巨基_幸福号列车,5023.0,ia
回家,1135,米线_天脉传奇\樊桐舟_雪花\林宥嘉_推动摇篮的手\馨予_火柴天堂\香香_躲猫猫,519.0,ia
感觉,2773,郑国锋_停不了\王筝_爱情一直在经过\林淑容_我怎麽哭了\孙悦_香水\李维_女人的选择,1530.0,ue
徘徊,1331,雷婷_你的爱给了谁\甄妮_追球追球\周传雄_行动派\侃侃_想念\张也_梅花引,698.0,uai
